//1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
28,42,42,42,20,42,42,28,42,42,20,28,42,20,42,42,28,42,42,42,20,42,28,42,42,42,28,42,42,20,42,42,20,42,42,28,42,42,20,28,42,20,42,42,28,42,42,42,20,42,28,42,42,42,28,42,42,20,42,42,28,42,42,28
42,32,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,40,42
42,33,22,24,44,24,24,24,24,24,44,24,24,44,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,44,24,24,44,24,24,24,24,24,44,24,37,42
20,33,25,0,45,0,0,0,0,0,45,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,45,0,0,0,0,0,45,23,37,28
28,33,25,0,45,0,0,0,0,0,45,0,0,45,0,0,0,0,44,47,48,48,48,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,48,48,48,49,44,0,0,0,0,0,45,0,0,45,0,0,0,0,0,45,23,37,42
42,33,25,0,45,7,0,0,0,0,45,0,43,45,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,7,0,27,0,0,0,0,0,27,0,0,0,0,0,0,0,45,0,27,0,0,0,45,0,0,45,0,0,0,27,0,45,23,37,42
42,33,25,0,45,0,0,0,0,0,45,2,0,45,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,45,0,0,45,0,0,0,0,0,45,23,39,31
31,30,25,0,45,0,0,0,0,0,45,0,0,45,0,0,7,0,45,0,0,44,47,48,48,48,48,48,48,49,0,0,0,0,47,48,48,48,48,48,48,49,44,0,0,45,0,0,0,0,0,45,0,0,45,0,0,0,0,0,45,0,24,6
6,24,0,0,45,0,0,47,48,49,46,0,0,45,0,0,0,0,45,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,45,0,0,0,0,0,45,0,0,46,47,48,49,0,0,45,0,0,6
6,0,0,0,45,0,27,0,0,0,0,0,0,45,0,0,0,0,46,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,46,0,0,0,0,0,45,0,0,0,0,0,0,0,0,45,0,0,6
6,0,0,0,46,0,0,0,0,0,0,0,0,46,47,48,49,0,0,0,0,45,0,0,47,48,48,48,48,48,48,48,48,48,48,48,48,48,48,49,0,0,45,0,0,0,0,7,47,48,49,46,0,0,0,0,0,0,0,0,46,0,26,6
6,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,43,-11,52,0,0,0,0,0,0,0,0,0,0,0,-8,43,0,0,45,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,23,38,35
35,29,25,0,0,0,0,27,0,0,0,0,0,0,0,0,2,0,0,0,0,45,0,0,5,0,0,0,0,0,0,2,2,0,0,27,0,0,0,5,0,27,45,0,27,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,23,37,42
42,33,25,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,45,0,0,43,27,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,37,42
28,33,25,0,44,0,0,0,0,0,0,0,0,44,47,48,49,0,0,0,0,45,0,0,47,48,48,48,48,48,48,48,48,48,48,48,48,48,48,49,0,0,45,0,0,0,0,0,47,48,49,44,0,0,0,0,0,0,0,0,44,23,37,42
42,33,25,0,45,0,0,0,0,0,0,0,0,45,0,0,0,0,44,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,27,0,44,0,0,0,0,0,45,0,0,0,0,0,0,0,0,45,23,37,28
42,33,25,0,45,0,0,47,48,49,44,0,0,45,0,0,0,0,45,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,45,0,0,0,0,0,45,0,0,44,47,48,49,27,27,45,23,37,42
42,33,25,0,45,0,0,0,0,0,45,0,0,45,0,0,0,0,45,0,0,46,47,48,48,48,48,48,48,49,0,0,0,0,47,48,48,48,48,48,48,49,46,0,0,45,0,0,0,0,0,45,0,0,45,0,0,0,27,27,45,23,37,42
20,33,25,0,45,0,0,0,0,0,45,0,0,45,0,0,27,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,27,0,45,0,0,45,0,0,0,0,0,45,23,37,20
