//1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
42,28,42,42,42,42,42,20,42,28,42,42,20,42,42,42,28,42,42,42,42,42,42,28,42,42,42,28,42,42,42,42
42,32,31,31,31,31,31,31,31,31,31,31,31,31,31,40,42,32,31,31,31,31,31,31,31,31,31,31,31,31,40,42
42,33,22,24,24,24,24,44,24,24,24,24,24,24,24,37,42,33,24,24,24,24,24,24,24,24,24,24,24,23,37,42
42,33,25,0,3,0,0,45,0,0,0,0,0,2,0,37,42,33,0,0,0,0,0,0,0,0,0,0,0,23,37,42
42,33,25,0,0,0,0,45,0,-87,0,0,0,-86,72,37,20,33,0,0,0,0,0,0,0,0,0,0,0,23,37,42
42,33,25,0,0,27,0,45,0,0,0,0,0,0,0,37,20,33,27,0,0,0,0,0,0,0,0,0,0,23,37,42
28,33,25,0,0,0,0,45,0,10,0,0,0,0,0,37,42,33,0,0,0,0,0,0,0,0,0,0,0,23,37,42
42,33,25,0,0,0,0,45,0,0,0,0,0,0,0,41,31,30,0,0,0,0,0,0,0,0,0,0,0,23,37,42
42,33,25,0,0,0,0,45,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,27,0,0,0,23,37,42
28,33,25,0,0,0,0,45,0,0,27,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,23,37,42
28,33,25,0,0,0,0,46,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,23,37,42
42,33,25,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,23,41,31
42,33,25,73,-89,0,0,0,0,0,0,0,0,0,-90,0,8,0,0,10,0,0,0,0,0,0,0,0,0,0,24,9
42,33,25,0,0,0,0,0,0,0,0,0,0,0,0,0,8,27,0,0,0,0,0,0,0,0,0,0,0,0,0,9
42,33,25,0,0,0,0,44,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,27,0,0,0,0,0,0,0,9
42,33,25,0,0,0,0,45,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,26,9
42,33,25,0,0,0,0,45,0,0,0,0,0,0,0,0,43,0,0,0,70,-81,0,0,0,-82,0,0,0,23,38,35
20,33,8,8,8,8,8,45,0,0,0,0,0,0,0,38,35,29,0,0,0,0,0,7,0,0,0,0,0,23,37,42
20,33,25,0,0,0,0,45,0,0,0,0,0,10,0,37,28,33,0,0,0,-84,0,0,0,-83,0,0,0,23,37,28
42,33,25,0,0,0,27,45,0,0,0,0,0,0,0,37,42,33,0,0,0,0,0,0,0,0,0,0,0,23,37,42
42,33,25,0,2,0,0,45,71,-88,0,0,0,-85,0,37,28,33,0,0,0,0,0,0,0,0,0,1,0,23,37,42
42,33,25,0,0,0,0,45,0,2,0,0,0,27,0,37,42,33,0,0,0,0,0,0,0,0,0,0,0,23,37,42
42,33,21,26,26,26,26,46,26,26,26,26,26,26,26,37,42,33,26,26,26,26,26,26,26,26,26,26,26,26,37,42
42,34,35,35,35,35,35,35,35,35,35,35,35,35,35,36,42,34,35,35,35,35,35,35,35,35,35,35,35,35,36,42
42,42,42,42,42,42,42,20,42,42,20,42,42,42,20,42,42,42,42,42,42,28,42,42,42,42,42,42,42,42,42,42
