//1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
20,32,31,31,31,31,31,31,31,31,40,32,31,31,31,31,31,31,31,40,32,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,40,32,31,31,31,31,31,31,40,32,31,31,31,31,31,31,40,32,31,31,31,31,31,31,31,31,40,20
20,33,91,0,0,0,0,0,0,0,37,33,0,0,0,0,0,0,0,37,33,94,0,0,0,0,0,0,0,0,0,95,0,0,0,-155,37,33,0,0,0,0,0,0,37,33,92,-150,0,0,0,0,37,33,0,0,0,0,0,0,0,0,37,20
20,33,-147,0,0,0,0,0,0,0,37,33,0,0,0,0,0,0,0,37,33,-153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,33,0,0,0,0,0,0,37,33,0,0,0,0,0,0,37,33,0,0,0,0,0,0,0,0,37,20
20,33,0,0,0,0,38,29,0,0,37,33,0,0,38,29,0,0,0,37,33,0,0,0,38,35,35,35,35,35,29,0,0,0,0,0,37,33,0,0,38,29,0,0,37,33,0,0,38,29,0,0,37,33,0,0,38,29,0,0,0,0,37,20
20,33,0,0,0,0,37,33,0,0,37,33,0,0,37,33,0,0,0,37,33,0,0,0,37,32,31,31,31,40,33,0,0,0,0,0,37,33,0,0,37,33,0,0,37,33,0,0,37,33,0,0,37,33,0,0,37,33,0,0,0,0,37,20
20,33,0,0,0,0,37,33,0,0,37,33,0,0,37,33,0,0,0,37,33,0,0,0,37,33,0,0,2,39,30,0,0,0,0,0,37,33,0,0,37,33,0,0,37,33,0,0,37,33,0,0,37,33,0,0,37,33,0,0,0,0,37,20
20,33,0,0,0,0,37,33,0,0,37,33,0,0,37,33,0,0,0,37,33,0,0,0,37,33,3,2,0,0,0,0,0,0,0,0,37,33,0,0,37,33,0,0,37,33,0,0,37,33,0,0,37,33,0,0,37,33,0,0,0,0,37,20
20,33,0,0,0,0,37,33,0,0,37,33,0,0,37,33,0,0,0,37,33,0,0,0,37,33,0,0,2,38,29,0,0,0,0,0,37,33,0,0,37,33,0,0,37,33,0,0,37,33,0,0,37,33,0,0,37,33,0,0,0,0,37,20
20,33,0,0,0,0,37,33,0,0,37,33,0,0,37,33,0,0,0,37,33,0,0,0,37,34,35,35,35,36,33,0,0,0,0,0,37,33,0,0,37,33,0,0,37,33,0,0,37,33,0,0,37,33,0,0,37,33,0,0,0,0,37,20
