//1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
28,42,42,42,20,42,42,28,42,42,20,28,42,20,42,42,28,42,42,42,20,42,28,42,42,42,28,42,42,20,42,28
42,32,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,40,42
42,33,22,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,37,42
20,33,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,37,28
28,33,25,0,27,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,37,42
42,33,25,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,27,0,0,23,37,42
42,33,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,23,39,31
42,33,25,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,6
28,33,25,0,0,0,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
42,33,25,0,0,5,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,44,-4,0,0,0,0,0,0,6
42,33,25,0,0,-1,0,43,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,45,0,0,0,0,0,0,26,6
42,33,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,23,38,35
42,33,25,0,0,0,0,0,0,0,38,35,35,35,35,29,0,0,0,0,0,2,0,45,0,0,0,0,0,23,37,42
42,33,25,0,0,27,0,0,0,0,37,20,42,20,28,33,0,0,0,0,0,0,0,45,0,0,0,0,0,23,37,42
28,33,25,0,0,0,0,0,0,0,37,42,28,42,42,33,0,0,0,27,0,0,0,46,0,0,0,27,0,23,37,42
42,33,25,0,0,0,0,0,0,0,39,31,31,31,31,30,0,0,0,0,0,0,0,0,0,0,0,0,0,23,37,28
42,33,25,0,0,0,0,27,0,0,0,0,0,-2,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,23,37,42
42,33,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,23,37,42
20,33,25,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,23,37,20
42,33,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,27,0,0,0,0,0,23,37,42
28,33,25,0,2,0,0,0,0,0,0,0,0,0,27,0,0,0,0,47,48,48,48,48,48,48,48,49,0,23,37,42
42,33,25,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-3,0,0,0,0,23,37,28
20,33,21,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,37,42
42,34,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,36,42
42,42,42,42,28,42,42,20,42,42,28,42,20,42,42,42,20,42,42,42,28,42,42,42,20,20,42,42,42,42,28,42
